,scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train,summarized_utterance,target_object,anchor_objects,referential_order,ref_objects_rel
203,scene0279_00,46,[41],the mirror that is close to the radiator,scene0279_00-mirror-2-46-41,horizontal,closest,mirror,['radiator'],[13],"['the', 'mirror', 'that', 'is', 'close', 'to', 'the', 'radiator']",sr3d,True,True,True,the mirror that is close to the radiator,mirror,"['radiator', 'mirror']","['radiator', 'mirror']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car']]"
204,scene0613_00,6,"[5, 21]",choose the shelf that is near the dresser,scene0613_00-shelf-3-6-5-21,horizontal,closest,shelf,['dresser'],[2],"['choose', 'the', 'shelf', 'that', 'is', 'near', 'the', 'dresser']",sr3d,True,True,True,choose the shelf that is near the dresser,shelf,"['dresser', 'shelf']","['dresser', 'shelf']","[['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
205,scene0537_00,11,[2],find the end table that is far from the bench,scene0537_00-end_table-2-11-2,horizontal,farthest,end table,['bench'],[13],"['find', 'the', 'end', 'table', 'that', 'is', 'far', 'from', 'the', 'bench']",sr3d,True,True,True,find the end table that is far from the bench,end table,"['bench', 'end table']","['bench', 'end table']","[['bench', 'table', 'chair', 'piano bench', 'armchair', 'couch', 'side table', 'seat', 'workbench', 'desk', 'furniture'], ['end table', 'side table', 'table', 'coffee table', 'dining table', 'nightstand', 'folded table', 'tv stand', 'furniture', 'desk', 'round table']]"
206,scene0327_00,26,[2],the door that is far from the couch,scene0327_00-door-2-26-2,horizontal,farthest,door,['couch'],[36],"['the', 'door', 'that', 'is', 'far', 'from', 'the', 'couch']",sr3d,True,True,True,the door that is far from the couch,door,"['couch', 'door']","['couch', 'door']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
207,scene0673_04,58,"[55, 56]",choose the shoes that are closer to the trash can,scene0673_04-shoes-3-58-55-56,horizontal,closest,shoes,['trash can'],[67],"['choose', 'the', 'shoes', 'that', 'are', 'closer', 'to', 'the', 'trash', 'can']",sr3d,True,True,True,choose the shoes that are closer to the trash can,shoe,"['trash can', 'shoe']","['trash can', 'shoe']","[['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container'], ['shoe', 'boots', 'slipper', 'sock', 'step', 'shoe rack', 'picture', 'object', 'tire', 'box', 'mouse']]"
208,scene0166_02,13,[12],the table that is far away from the printer,scene0166_02-table-2-13-12,horizontal,farthest,table,['printer'],[51],"['the', 'table', 'that', 'is', 'far', 'away', 'from', 'the', 'printer']",sr3d,True,True,True,the table that is far away from the printer,table,"['printer', 'table']","['printer', 'table']","[['printer', 'copier', 'paper', 'scanner', 'machine', 'picture', 'mail', 'keyboard', 'coffee maker', 'laptop', 'heater'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
209,scene0679_01,7,"[8, 21, 30]",choose the lamp that is in front of the chair,scene0679_01-lamp-4-7-8-21-30,allocentric,front,lamp,['chair'],[4],"['choose', 'the', 'lamp', 'that', 'is', 'in', 'front', 'of', 'the', 'chair']",sr3d,True,True,True,choose the lamp that is in front of the chair,lamp,"['chair', 'lamp']","['chair', 'lamp']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
210,scene0416_00,1,[0],the bed that is far from the suitcase,scene0416_00-bed-2-1-0,horizontal,farthest,bed,['suitcase'],[20],"['the', 'bed', 'that', 'is', 'far', 'from', 'the', 'suitcase']",sr3d,True,True,True,the bed that is far from the suitcase,bed,"['suitcase', 'bed']","['suitcase', 'bed']","[['suitcase', 'luggage', 'briefcase', 'duffel bag', 'instrument case', 'case', 'box', 'lunch box', 'guitar case', 'backpack', 'toolbox'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
211,scene0092_03,60,[37],find the bookshelf that is farthest from the backpack,scene0092_03-bookshelf-2-60-37,horizontal,farthest,bookshelf,['backpack'],[66],"['find', 'the', 'bookshelf', 'that', 'is', 'farthest', 'from', 'the', 'backpack']",sr3d,True,True,True,find the bookshelf that is farthest from the backpack,bookshelf,"['backpack', 'bookshelf']","['backpack', 'bookshelf']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case']]"
212,scene0630_02,44,"[5, 6, 7]",the chair that is closer to the bag,scene0630_02-chair-4-44-5-6-7,horizontal,closest,chair,['bag'],[41],"['the', 'chair', 'that', 'is', 'closer', 'to', 'the', 'bag']",sr3d,True,True,True,the chair that is closer to the bag,chair,"['bag', 'chair']","['bag', 'chair']","[['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
213,scene0614_00,43,[27],the computer tower that is close to the picture,scene0614_00-computer_tower-2-43-27,horizontal,closest,computer tower,['picture'],[38],"['the', 'computer', 'tower', 'that', 'is', 'close', 'to', 'the', 'picture']",sr3d,True,True,True,the computer tower that is close to the picture,computer tower,"['picture', 'computer tower']","['picture', 'computer tower']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine']]"
214,scene0415_02,12,[13],the bag that is close to the picture,scene0415_02-bag-2-12-13,horizontal,closest,bag,['picture'],[9],"['the', 'bag', 'that', 'is', 'close', 'to', 'the', 'picture']",sr3d,True,True,True,the bag that is close to the picture,bag,"['picture', 'bag']","['picture', 'bag']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag']]"
215,scene0310_00,26,[4],the kitchen cabinet that is far away from the sink,scene0310_00-kitchen_cabinet-2-26-4,horizontal,farthest,kitchen cabinet,['sink'],[16],"['the', 'kitchen', 'cabinet', 'that', 'is', 'far', 'away', 'from', 'the', 'sink']",sr3d,True,True,True,the kitchen cabinet that is far away from the sink,kitchen cabinet,"['sink', 'kitchen cabinet']","['sink', 'kitchen cabinet']","[['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products'], ['kitchen cabinet', 'cabinet', 'kitchen counter', 'bathroom cabinet', 'cabinet door', 'kitchen island', 'wardrobe cabinet', 'drawer', 'file cabinet', 'bookshelf', 'counter']]"
216,scene0058_01,6,"[5, 7, 8, 20]",find the chair that is next to the computer tower,scene0058_01-chair-5-6-5-7-8-20,horizontal,closest,chair,['computer tower'],[32],"['find', 'the', 'chair', 'that', 'is', 'next', 'to', 'the', 'computer', 'tower']",sr3d,True,True,True,find the chair that is next to the computer tower,chair,"['computer tower', 'chair']","['computer tower', 'chair']","[['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
217,scene0392_00,33,[3],find the cabinet that is beside the toilet,scene0392_00-cabinet-2-33-3,horizontal,closest,cabinet,['toilet'],[8],"['find', 'the', 'cabinet', 'that', 'is', 'beside', 'the', 'toilet']",sr3d,True,True,True,find the cabinet that is beside the toilet,cabinet,"['toilet', 'cabinet']","['toilet', 'cabinet']","[['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
218,scene0293_00,1,[0],the printer that is far away from the trash can,scene0293_00-printer-2-1-0,horizontal,farthest,printer,['trash can'],[6],"['the', 'printer', 'that', 'is', 'far', 'away', 'from', 'the', 'trash', 'can']",sr3d,True,True,True,the printer that is far away from the trash can,printer,"['trash can', 'printer']","['trash can', 'printer']","[['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container'], ['printer', 'copier', 'paper', 'scanner', 'machine', 'picture', 'mail', 'keyboard', 'coffee maker', 'laptop', 'heater']]"
219,scene0178_00,26,[25],choose the picture that is farthest from the radiator,scene0178_00-picture-2-26-25,horizontal,farthest,picture,['radiator'],[28],"['choose', 'the', 'picture', 'that', 'is', 'farthest', 'from', 'the', 'radiator']",sr3d,True,True,True,choose the picture that is farthest from the radiator,picture,"['radiator', 'picture']","['radiator', 'picture']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
220,scene0479_01,11,[7],choose the cabinet that is far away from the printer,scene0479_01-cabinet-2-11-7,horizontal,farthest,cabinet,['printer'],[19],"['choose', 'the', 'cabinet', 'that', 'is', 'far', 'away', 'from', 'the', 'printer']",sr3d,True,True,True,choose the cabinet that is far away from the printer,cabinet,"['printer', 'cabinet']","['printer', 'cabinet']","[['printer', 'copier', 'paper', 'scanner', 'machine', 'picture', 'mail', 'keyboard', 'coffee maker', 'laptop', 'heater'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
221,scene0443_00,31,[23],select the computer tower that is near the trash can,scene0443_00-computer_tower-2-31-23,horizontal,closest,computer tower,['trash can'],[11],"['select', 'the', 'computer', 'tower', 'that', 'is', 'near', 'the', 'trash', 'can']",sr3d,True,True,True,select the computer tower that is near the trash can,computer tower,"['trash can', 'computer tower']","['trash can', 'computer tower']","[['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container'], ['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine']]"
222,scene0288_01,3,"[4, 17]",select the kitchen cabinets that are above the stove,scene0288_01-kitchen_cabinets-3-3-4-17,vertical,above,kitchen cabinets,['stove'],[24],"['select', 'the', 'kitchen', 'cabinets', 'that', 'are', 'above', 'the', 'stove']",sr3d,True,True,True,select the kitchen cabinets that are above the stove,kitchen cabinet,"['stove', 'kitchen cabinet']","['stove', 'kitchen cabinet']","[['stove', 'stovetop', 'oven', 'heater', 'machine', 'microwave', 'toaster', 'picture', 'pot', 'vent', 'step'], ['kitchen cabinet', 'cabinet', 'kitchen counter', 'bathroom cabinet', 'cabinet door', 'kitchen island', 'wardrobe cabinet', 'drawer', 'file cabinet', 'bookshelf', 'counter']]"
223,scene0089_02,7,[8],find the desk that is close to the window,scene0089_02-desk-2-7-8,horizontal,closest,desk,['window'],[17],"['find', 'the', 'desk', 'that', 'is', 'close', 'to', 'the', 'window']",sr3d,True,True,True,find the desk that is close to the window,desk,"['window', 'desk']","['window', 'desk']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
224,scene0604_00,2,[3],find the chair that is far away from the radiator,scene0604_00-chair-2-2-3,horizontal,farthest,chair,['radiator'],[27],"['find', 'the', 'chair', 'that', 'is', 'far', 'away', 'from', 'the', 'radiator']",sr3d,True,True,True,find the chair that is far away from the radiator,chair,"['radiator', 'chair']","['radiator', 'chair']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
225,scene0582_02,20,[11],choose the mouse that is close to the lamp,scene0582_02-mouse-2-20-11,horizontal,closest,mouse,['lamp'],[22],"['choose', 'the', 'mouse', 'that', 'is', 'close', 'to', 'the', 'lamp']",sr3d,True,True,True,choose the mouse that is close to the lamp,mouse,"['lamp', 'mouse']","['lamp', 'mouse']","[['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin'], ['mouse', 'picture', 'bear', 'machine', 'fish', 'shoe', 'object', 'remote', 'heater', 'person', 'case']]"
226,scene0666_00,7,[4],the window that is next to the trash can,scene0666_00-window-2-7-4,horizontal,closest,window,['trash can'],[67],"['the', 'window', 'that', 'is', 'next', 'to', 'the', 'trash', 'can']",sr3d,True,True,True,the window that is next to the trash can,window,"['trash can', 'window']","['trash can', 'window']","[['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
227,scene0515_00,37,[34],find the stool that is far away from the radiator,scene0515_00-stool-2-37-34,horizontal,farthest,stool,['radiator'],[29],"['find', 'the', 'stool', 'that', 'is', 'far', 'away', 'from', 'the', 'radiator']",sr3d,True,True,True,find the stool that is far away from the radiator,stool,"['radiator', 'stool']","['radiator', 'stool']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair']]"
228,scene0000_01,19,[55],find the window that is far from the ottoman,scene0000_01-window-2-19-55,horizontal,farthest,window,['ottoman'],[58],"['find', 'the', 'window', 'that', 'is', 'far', 'from', 'the', 'ottoman']",sr3d,True,True,True,find the window that is far from the ottoman,window,"['ottoman', 'window']","['ottoman', 'window']","[['ottoman', 'chair', 'furniture', 'tv', 'bin', 'cap', 'can', 'sofa', 'salt', 'mat', 'couch'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
229,scene0235_00,23,[35],choose the picture that is far away from the laptop,scene0235_00-picture-2-23-35,horizontal,farthest,picture,['laptop'],[24],"['choose', 'the', 'picture', 'that', 'is', 'far', 'away', 'from', 'the', 'laptop']",sr3d,True,True,True,choose the picture that is far away from the laptop,picture,"['laptop', 'picture']","['laptop', 'picture']","[['laptop', 'keyboard', 'notepad', 'printer', 'tv', 'picture', 'machine', 'mail', 'controller', 'copier', 'folder'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
230,scene0296_00,2,"[1, 3]",the person that is near the door,scene0296_00-person-3-2-1-3,horizontal,closest,person,['door'],[35],"['the', 'person', 'that', 'is', 'near', 'the', 'door']",sr3d,True,True,True,the person that is near the door,person,"['door', 'person']","['door', 'person']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['person', 'picture', 'object', 'machine', 'doll', 'case', 'block', 'paper', 'star', 'fish', 'mouse']]"
