,scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train,summarized_utterance,target_object,anchor_objects,referential_order,ref_objects_rel
487,scene0541_00,18,[8],find the dresser that is far away from the door,scene0541_00-dresser-2-18-8,horizontal,farthest,dresser,['door'],[6],"['find', 'the', 'dresser', 'that', 'is', 'far', 'away', 'from', 'the', 'door']",sr3d,True,True,True,find the dresser that is far away from the door,dresser,"['door', 'dresser']","['door', 'dresser']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet']]"
488,scene0239_01,6,[5],choose the bench that is farthest from the radiator,scene0239_01-bench-2-6-5,horizontal,farthest,bench,['radiator'],[21],"['choose', 'the', 'bench', 'that', 'is', 'farthest', 'from', 'the', 'radiator']",sr3d,True,True,True,choose the bench that is farthest from the radiator,bench,"['radiator', 'bench']","['radiator', 'bench']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['bench', 'table', 'chair', 'piano bench', 'armchair', 'couch', 'side table', 'seat', 'workbench', 'desk', 'furniture']]"
489,scene0226_00,1,"[0, 2, 3]",select the sofa chair that is under the picture,scene0226_00-sofa_chair-4-1-0-2-3,vertical,below,sofa chair,['picture'],[8],"['select', 'the', 'sofa', 'chair', 'that', 'is', 'under', 'the', 'picture']",sr3d,True,True,True,select the sofa chair that is under the picture,sofa chair,"['picture', 'sofa chair']","['picture', 'sofa chair']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['sofa chair', 'sofa bed', 'sofa', 'chair', 'couch', 'couch cushions', 'armchair', 'folded chair', 'furniture', 'office chair', 'seat']]"
490,scene0392_00,14,[15],the window that is close to the kitchen cabinet,scene0392_00-window-2-14-15,horizontal,closest,window,['kitchen cabinet'],[20],"['the', 'window', 'that', 'is', 'close', 'to', 'the', 'kitchen', 'cabinet']",sr3d,True,True,True,the window that is close to the kitchen cabinet,window,"['kitchen cabinet', 'window']","['kitchen cabinet', 'window']","[['kitchen cabinet', 'cabinet', 'kitchen counter', 'bathroom cabinet', 'cabinet door', 'kitchen island', 'wardrobe cabinet', 'drawer', 'file cabinet', 'bookshelf', 'counter'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
491,scene0698_00,22,"[16, 17]",choose the lamp that is close to the tv,scene0698_00-lamp-3-22-16-17,horizontal,closest,lamp,['tv'],[5],"['choose', 'the', 'lamp', 'that', 'is', 'close', 'to', 'the', 'tv']",sr3d,True,True,True,choose the lamp that is close to the tv,lamp,"['tv', 'lamp']","['tv', 'lamp']","[['tv', 'tv stand', 'fan', 'bar', 'car', 'picture', 'remote', 'monitor', 'mail', 'salt', 'laptop'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
492,scene0666_00,69,[68],select the bookshelf that is closer to the stool,scene0666_00-bookshelf-2-69-68,horizontal,closest,bookshelf,['stool'],[2],"['select', 'the', 'bookshelf', 'that', 'is', 'closer', 'to', 'the', 'stool']",sr3d,True,True,True,select the bookshelf that is closer to the stool,bookshelf,"['stool', 'bookshelf']","['stool', 'bookshelf']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case']]"
493,scene0309_01,58,"[32, 47]",the plant that is in the center of the doors and the office chair,scene0309_01-plant-3-58-32-47,between,between,plant,"['doors', 'office chair']","[30, 63]","['the', 'plant', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'doors', 'and', 'the', 'office', 'chair']",sr3d,True,True,True,the plant that is in the center of the doors and the office chair,plant,"['door', 'office chair', 'plant']","['door', 'office chair', 'plant']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['office chair', 'chair', 'armchair', 'furniture', 'folded chair', 'rocking chair', 'carseat', 'sofa chair', 'massage chair', 'exercise bike', 'seat'], ['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container']]"
494,scene0305_01,38,[16],choose the file cabinet that is farthest from the door,scene0305_01-file_cabinet-2-38-16,horizontal,farthest,file cabinet,['door'],[8],"['choose', 'the', 'file', 'cabinet', 'that', 'is', 'farthest', 'from', 'the', 'door']",sr3d,True,True,True,choose the file cabinet that is farthest from the door,file cabinet,"['door', 'file cabinet']","['door', 'file cabinet']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
495,scene0178_00,43,"[11, 35]",select the door that is farthest from the trash can,scene0178_00-door-3-43-11-35,horizontal,farthest,door,['trash can'],[16],"['select', 'the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'trash', 'can']",sr3d,True,True,True,select the door that is farthest from the trash can,door,"['trash can', 'door']","['trash can', 'door']","[['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
496,scene0352_00,30,[11],select the shelf that is farthest from the backpack,scene0352_00-shelf-2-30-11,horizontal,farthest,shelf,['backpack'],[15],"['select', 'the', 'shelf', 'that', 'is', 'farthest', 'from', 'the', 'backpack']",sr3d,True,True,True,select the shelf that is farthest from the backpack,shelf,"['backpack', 'shelf']","['backpack', 'shelf']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
497,scene0016_00,44,[40],find the curtain that is far away from the blanket,scene0016_00-curtain-2-44-40,horizontal,farthest,curtain,['blanket'],[51],"['find', 'the', 'curtain', 'that', 'is', 'far', 'away', 'from', 'the', 'blanket']",sr3d,True,True,True,find the curtain that is far away from the blanket,curtain,"['blanket', 'curtain']","['blanket', 'curtain']","[['blanket', 'cloth', 'towel', 'pillow', 'sock', 'hand towel', 'picture', 'coat', 'washcloth', 'mattress', 'clothes'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper']]"
498,scene0688_00,31,[13],choose the lamp that is closer to the door,scene0688_00-lamp-2-31-13,horizontal,closest,lamp,['door'],[26],"['choose', 'the', 'lamp', 'that', 'is', 'closer', 'to', 'the', 'door']",sr3d,True,True,True,choose the lamp that is closer to the door,lamp,"['door', 'lamp']","['door', 'lamp']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
499,scene0335_00,37,[36],select the microwave that is farthest from the kitchen counter,scene0335_00-microwave-2-37-36,horizontal,farthest,microwave,['kitchen counter'],[20],"['select', 'the', 'microwave', 'that', 'is', 'farthest', 'from', 'the', 'kitchen', 'counter']",sr3d,True,True,True,select the microwave that is farthest from the kitchen counter,microwave,"['kitchen counter', 'microwave']","['kitchen counter', 'microwave']","[['kitchen counter', 'bathroom counter', 'kitchen island', 'kitchen cabinet', 'counter', 'breakfast bar', 'dining table', 'table', 'workbench', 'drawer', 'coffee maker'], ['microwave', 'oven', 'stove', 'toaster oven', 'coffee maker', 'machine', 'washing machine', 'object', 'toaster', 'picture', 'box']]"
500,scene0614_02,1,[0],choose the shelf that is close to the keyboard,scene0614_02-shelf-2-1-0,horizontal,closest,shelf,['keyboard'],[16],"['choose', 'the', 'shelf', 'that', 'is', 'close', 'to', 'the', 'keyboard']",sr3d,True,True,True,choose the shelf that is close to the keyboard,shelf,"['keyboard', 'shelf']","['keyboard', 'shelf']","[['keyboard', 'keyboard piano', 'laptop', 'printer', 'controller', 'machine', 'picture', 'remote', 'heater', 'notepad', 'block'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
501,scene0101_04,27,"[4, 5]",find the window that is near the closet,scene0101_04-window-3-27-4-5,horizontal,closest,window,['closet'],[1],"['find', 'the', 'window', 'that', 'is', 'near', 'the', 'closet']",sr3d,True,True,True,find the window that is near the closet,window,"['closet', 'window']","['closet', 'window']","[['closet', 'wardrobe closet', 'closet door', 'closet rod', 'closet wall', 'closet shelf', 'closet floor', 'clothes', 'wardrobe cabinet', 'toilet', 'bookshelf'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
502,scene0241_02,2,[0],choose the cabinet that is farthest from the desk,scene0241_02-cabinet-2-2-0,horizontal,farthest,cabinet,['desk'],[31],"['choose', 'the', 'cabinet', 'that', 'is', 'farthest', 'from', 'the', 'desk']",sr3d,True,True,True,choose the cabinet that is farthest from the desk,cabinet,"['desk', 'cabinet']","['desk', 'cabinet']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
503,scene0214_00,6,[17],select the sink that is under the microwave,scene0214_00-sink-2-6-17,vertical,below,sink,['microwave'],[29],"['select', 'the', 'sink', 'that', 'is', 'under', 'the', 'microwave']",sr3d,True,True,True,select the sink that is under the microwave,sink,"['microwave', 'sink']","['microwave', 'sink']","[['microwave', 'oven', 'stove', 'toaster oven', 'coffee maker', 'machine', 'washing machine', 'object', 'toaster', 'picture', 'box'], ['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products']]"
504,scene0129_00,0,[1],select the table that is near the door,scene0129_00-table-2-0-1,horizontal,closest,table,['door'],[14],"['select', 'the', 'table', 'that', 'is', 'near', 'the', 'door']",sr3d,True,True,True,select the table that is near the door,table,"['door', 'table']","['door', 'table']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
505,scene0469_01,14,[13],select the desk with a book on top,scene0469_01-desk-2-14-13,support,supporting,desk,['book'],[31],"['select', 'the', 'desk', 'with', 'a', 'book', 'on', 'top']",sr3d,True,True,True,select the desk with a book on top,desk,"['book', 'desk']","['book', 'desk']","[['book', 'picture', 'music book', 'magazine', 'block', 'box', 'card', 'paper', 'object', 'machine', 'board'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
506,scene0101_01,29,[69],"facing the couch from the side you sit on it, choose the sink that is on the left side of this couch",scene0101_01-sink-2-29-69,allocentric,left,sink,['couch'],[4],"['facing', 'the', 'couch', 'from', 'the', 'side', 'you', 'sit', 'on', 'it', 'choose', 'the', 'sink', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'this', 'couch']",sr3d,True,True,True,"facing the couch from the side you sit on it, choose the sink that is on the left side of this couch",sink,"['couch', 'sink']","['couch', 'sink']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products']]"
507,scene0642_01,2,[3],select the bed that is close to the toilet,scene0642_01-bed-2-2-3,horizontal,closest,bed,['toilet'],[54],"['select', 'the', 'bed', 'that', 'is', 'close', 'to', 'the', 'toilet']",sr3d,True,True,True,select the bed that is close to the toilet,bed,"['toilet', 'bed']","['toilet', 'bed']","[['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
508,scene0072_02,35,"[29, 34]",find the bag that is below the shelf,scene0072_02-bag-3-35-29-34,vertical,below,bag,['shelf'],[0],"['find', 'the', 'bag', 'that', 'is', 'below', 'the', 'shelf']",sr3d,True,True,True,find the bag that is below the shelf,bag,"['shelf', 'bag']","['shelf', 'bag']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag']]"
509,scene0331_01,44,"[58, 62, 63]",select the box that is far away from the blanket,scene0331_01-box-4-44-58-62-63,horizontal,farthest,box,['blanket'],[23],"['select', 'the', 'box', 'that', 'is', 'far', 'away', 'from', 'the', 'blanket']",sr3d,True,True,True,select the box that is far away from the blanket,box,"['blanket', 'box']","['blanket', 'box']","[['blanket', 'cloth', 'towel', 'pillow', 'sock', 'hand towel', 'picture', 'coat', 'washcloth', 'mattress', 'clothes'], ['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
510,scene0510_01,7,[8],the sink that is close to the sign,scene0510_01-sink-2-7-8,horizontal,closest,sink,['sign'],[50],"['the', 'sink', 'that', 'is', 'close', 'to', 'the', 'sign']",sr3d,True,True,True,the sink that is close to the sign,sink,"['sign', 'sink']","['sign', 'sink']","[['sign', 'poster', 'picture', 'display', 'board', 'card', 'stand', 'whiteboard', 'plate', 'block', 'postcard'], ['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products']]"
511,scene0465_01,14,[16],the cabinet that is near the table,scene0465_01-cabinet-2-14-16,horizontal,closest,cabinet,['table'],[18],"['the', 'cabinet', 'that', 'is', 'near', 'the', 'table']",sr3d,True,True,True,the cabinet that is near the table,cabinet,"['table', 'cabinet']","['table', 'cabinet']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
512,scene0143_01,3,[4],choose the cabinet that is far from the telephone,scene0143_01-cabinet-2-3-4,horizontal,farthest,cabinet,['telephone'],[23],"['choose', 'the', 'cabinet', 'that', 'is', 'far', 'from', 'the', 'telephone']",sr3d,True,True,True,choose the cabinet that is far from the telephone,cabinet,"['telephone', 'cabinet']","['telephone', 'cabinet']","[['telephone', 'tv', 'mail', 'headphones', 'picture', 'remote', 'switch', 'iron', 'clock', 'block', 'pipe'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
513,scene0325_01,0,[32],choose the box that is in front of the office chair,scene0325_01-box-2-0-32,allocentric,front,box,['office chair'],[30],"['choose', 'the', 'box', 'that', 'is', 'in', 'front', 'of', 'the', 'office', 'chair']",sr3d,True,True,True,choose the box that is in front of the office chair,box,"['office chair', 'box']","['office chair', 'box']","[['office chair', 'chair', 'armchair', 'furniture', 'folded chair', 'rocking chair', 'carseat', 'sofa chair', 'massage chair', 'exercise bike', 'seat'], ['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
514,scene0141_00,42,[36],choose the books that are farthest from the window,scene0141_00-books-2-42-36,horizontal,farthest,books,['window'],[10],"['choose', 'the', 'books', 'that', 'are', 'farthest', 'from', 'the', 'window']",sr3d,True,True,True,choose the books that are farthest from the window,book,"['window', 'book']","['window', 'book']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['book', 'picture', 'music book', 'magazine', 'block', 'box', 'card', 'paper', 'object', 'machine', 'board']]"
